Datetime,Text
2022-04-07 22:19:30+00:00,"Sepetimde değişiklik yok
#mana
#slp
#gala
#Alpine
#jasmy
#tlm az once cok ufak lot aldım maksat sepet dolsun düşene eklerım no problem 👍🙋‍♂️ #btc #bitcoin #cyrpto #coin"
2022-04-07 22:15:52+00:00,#btc #gala #mana #mına erken emeklılık düşünsünler takıpte kalın😉 https://t.co/WB1KsWYoBS
2022-04-07 22:07:51+00:00,"We are just at the beginning of the road for #Ceek. 

After the Huobi and Kucoin listings tomorrow, more land sales will start this month. 

Don't forget they go crazy in the #ovr #sand #mana land sales. 

We love and hold #CeekVR in the #Metaverse.

#NFT #NFTCommmunity #NFTshill"
2022-04-07 22:07:17+00:00,"#ALGO
#AXS
#COMP
#DOT
#MANA
#MATIC
#TRX
Bu coinler burada dursun 1 ay sonra tekrar bakalım."
2022-04-07 22:06:06+00:00,"#MANA 
Yükselen trend desteğini aşağı kırmış görünüyor.
Tekrardan 2.57$ direncini kırarak yükselen trende giriş yapması gerekiyor yükseliş için.

#Bitcoin https://t.co/4cWrPQtXFi https://t.co/oBpykN0mKs"
2022-04-07 22:02:49+00:00,"#AVAX
Düzeltme sona eriyor. Buralardan yükselişe devam etmesini bekliyorum. #BTC #MANA #Avalanche"
2022-04-07 22:00:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/3w94Qnr0Q7"
2022-04-07 21:56:15+00:00,Does anyone ❤️ #mana anymore?!? 🤔
2022-04-07 21:54:15+00:00,Please check #bake #mana #mc #jasmy https://t.co/YAvzGrOdoo
2022-04-07 21:48:01+00:00,20.07% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $2.296 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $2.872. CLICK https://t.co/7V47RDWisR to track. #MANAbyTorshis
2022-04-07 21:40:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $NMR or #NMR
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/CfpJaF0V9a"
2022-04-07 21:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/SHUNobyHUi"
2022-04-07 21:38:59+00:00,@CryptoBulls34 #MANA
2022-04-07 21:30:05+00:00,"🧝Live as well as travel with the Elven castes throughout the wildwoods, windy fields and rocky mountains of Elven Inlet.🏰

15%QFH9GDPRCQ -15%off😍

@AftermathIsland #Metaverse #VirtualReality #Play2Earn #BNB #ADA #Cardano #DOGE #MANA #Roblox #NFT
https://t.co/iGMEq32jXk"
2022-04-07 21:29:21+00:00,"💎💎Follow @MiloInu_Army!!!💎💎

🔥🔥🔥Over 70k+ Holders!!!🔥🔥🔥

🚀🚀Join The Best Dog Army!🚀🚀

#MILO #BNB    #MiloInuArmy  #Crypto #MANA #ADA #Polygon #ETH #SOL #BabyDoge #blockchain #cryptocurrency #APECOIN #Cardano #AVAX   #MiloInu_Army #Bitcoin    #Solana #XRP https://t.co/CpIcp8eT3p"
2022-04-07 21:27:24+00:00,"KEEP YOUR EYES ON THE PRIZE! Smart money still on #PolygonMatic to make huge moves in the future. Just be patient. #HODL 

#cryptocurrency #matic #mana #XRPArmy 

https://t.co/YVPUio0HAY"
2022-04-07 21:27:01+00:00,20.35% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $2.284 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $2.868. CLICK https://t.co/SPfuRVDbpR to track. #MANAbyTorshis
2022-04-07 21:20:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $NMR or #NMR
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/mCcOajU8vk"
2022-04-07 21:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/EG647J0WBT"
2022-04-07 21:19:54+00:00,"Which #investment #strategy do you weight most important in your #allocation  #diversification  #decisions?

#financialfitness #askchip  #chipcharts https://t.co/8aEuLtBae1 
#economy #economics #macroeconomics #markets #investing #money #innovation #mana…https://t.co/5mHKxjWgqF"
2022-04-07 21:18:09+00:00,"https://t.co/FW8LP4KgT9
#zipmex #zipmexthailand#crypto #BTC #ETH #ZTM #MANA#Sandbox #life #MONEY #เทรด"
2022-04-07 21:15:09+00:00,"おはウラです☀️週末休みまでもう人頑張りだー✧٩(ˊωˋ*)و✧
manaパンデモ鯖ゴブ23-5個室24

#FF14スタジオ #アウラ #パンデモ鯖 #Mana  #Studiokogane https://t.co/tvI5Uwi0Rz"
2022-04-07 21:12:57+00:00,"Parcel -6,-61 was purchased for 2.9900 $ETH ($9,694.87 USD) by https://t.co/wiVL60Wx9M from https://t.co/lc3XdSw0H9 #decentraland #land #parcel #estate #mana https://t.co/GZMSuAGc8v"
2022-04-07 21:12:12+00:00,"Order successful!

LAND Coordinates: [-6, -61]
Price: 2.9900 $ETH ($9,694.87 USD = 2.9900 $ETH)

Purchased by https://t.co/XfSUPs9Qdp from https://t.co/9x6rN7u40f

https://t.co/7lmb9pDSkz #decentraland #land #parcel #estate #mana https://t.co/G1OHsrCfys"
2022-04-07 21:10:37+00:00,"Current price for $MANA = $2.41 

 24hr price change = -0.7817⚠% 

 market cap change = -0.90154% 

 Slight dip. No reason to worry 

 #MANA #CryptoAlerts"
2022-04-07 21:07:54+00:00,"Parcel -42,-68 was purchased for 5,499 $MANA ($13,252.59 USD) by https://t.co/PNag6ZNN1F from https://t.co/u9F4o1YwkA #decentraland #land #parcel #estate #mana https://t.co/CeDxnWwimA"
2022-04-07 21:07:28+00:00,"Order successful!

LAND Coordinates: [-42, -68]
Price: 5,499 $MANA ($13,252.59 USD = 4.0881 $ETH)

Purchased by https://t.co/qGJZWfmKvT from https://t.co/pTPV0NnWmC

https://t.co/d5qWtSJj4l #decentraland #land #parcel #estate #mana https://t.co/DCldAfMVJv"
2022-04-07 21:06:01+00:00,19.84% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $2.305 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $2.875. CLICK https://t.co/aDtQkF8jZy to track. #MANAbyTorshis
2022-04-07 21:05:13+00:00,Metaverse'ün #bitcoin'i #MANA katalizörü ise #shiba olacaktır.
2022-04-07 21:04:34+00:00,"Vibing to @AshOrphan's Music.  Playing LIVE in the @Uniquehorns_nft Band Room now! Mosh pit is coming.  #TRU #MusicNFT #DCL #Metaverse #NFT #NFTWearable #NFTCommunity UNMUTE #Mana #Crypto #LiveStream @teenybod 

Where: https://t.co/MNWN8Vh2Ku https://t.co/7d0PisoMBc"
2022-04-07 21:04:28+00:00,"🔥🔥Follow @BitgertArmy_!🔥🔥

🚀🚀Over 130k+ Holders!!!🚀🚀

Join The Fastest Growing Community!

#Bitgert #BTC    #Bitgertchain #BRC20 #Brise #Crypto #MANA #Bitgert #Bitgertarmy #ADA #Polygon #ETH #SOL #BabyDoge #blockchain #Bitgertarmy_ #cryptocurrency #APE #Cardano #AVAX https://t.co/Fo4nW3L8A3"
2022-04-07 21:04:15+00:00,"#MANA looks 🤔
Inteqal😭 ya pervaz 🤑
Use stoploss in this trade always"
2022-04-07 21:00:04+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/a22laokuhB"
2022-04-07 21:00:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/sYpjsbPTFq"
2022-04-07 20:50:48+00:00,"#dash temiz alım olur Zorro 🍀
#btc #mana #eth https://t.co/obW5w9jyal"
2022-04-07 20:48:27+00:00,"@wizai777 #UOS
#SOUL
#MANA"
2022-04-07 20:45:01+00:00,19.46% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $2.319 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $2.879. CLICK https://t.co/NowSeYu0XT to track. #MANAbyTorshis
2022-04-07 20:42:34+00:00,"Pazar günü iftardan sonra çekiliş var 🎊

1 kişiye 150 #Ceek 
1 kişiye 30 #Mana
1 kişiye 40.000 #raca 

Bu postu beğenip, yoruma 1 arkadaşınızı etiketleyip beni takip etmeniz yeterli 🎉🎉

#Giveaway #Bitcoin #ETH #kripto #crypto #coin #binance #web3 #NFTs #DeFi"
2022-04-07 20:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/qwstKZhVr6"
2022-04-07 20:39:53+00:00,"🤩😎#Decentraland #Wearable #Giveaway🤩😎

1x HL Sneakers 
1x HL Jacket1 
1x HL Beenie 
1x HL Pants
4x winners🏆

1⃣Follow me&amp; @crypt0grant
2⃣♥️&amp;RT
3⃣Tag friends

⏰48h
👇Find it Here👇 
https://t.co/Fgz2pRJZ67

#NFTs #NFTgiveaway #NFTcommunity #NFT #Metaverse #DCL #NFTdrop #MANA https://t.co/xaHVdOKFXc"
2022-04-07 20:38:22+00:00,@BarrySilbert #Mana
2022-04-07 20:38:13+00:00,"What are you planning to do with your Power Hour funds? 

Are you buying some of the new coins we're offering (ex: #MANA, #DOGE, #APE)? 

Or, are you leaning towards buying some of the good-old classic coins (ex: #BTC, #ETH). 

Let us know in the comments section 🤩 https://t.co/qbZvwg1246"
2022-04-07 20:35:32+00:00,"Ramazan'ımızı Bursa'nın manevi atmosferi ile birlikte bereketlendirip dolu dolu bir program yapmak üzere Bursa'ya gidiyoruz inşallah.

#bursa
#gezi 
#doğa   
#mânâ https://t.co/qwDqe8mJGw"
2022-04-07 20:26:38+00:00,"Join Ember with my link and we'll both earn Bitcoin daily! Enter this code in the Access Code under Settings: MNGURTIUHYMJG5MT
#CryptocurrencyNews
#Bitcoin
#MANA

And use this link to install: https://t.co/gCPiIIkGj1"
2022-04-07 20:25:43+00:00,"Comeeee Onee Monster😎🔥
https://t.co/hNR3NJ3urr

#NFTs #NFT #nftart #Metaverse #SolanaNFTs #Solana #MANA #MonsterHunter"
2022-04-07 20:24:01+00:00,19.87% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $2.301 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $2.872. CLICK https://t.co/7V47RDWisR to track. #MANAbyTorshis
2022-04-07 20:20:53+00:00,"BUĞRA SUKAŞ DENEN ZİRZOP, 2 GÜNDÜR VİDEO ATMIYORSUN. NE OLDU ULAN KARAKTERSİZ? BANA GELİP CART ÇURT YAPIYORSUN?
SENİ İŞTE O YÜZDEN ENGELLEDİM BEN!
ADAMI BÖYLE ÖPERLER BU ALEMDE!
@bugrasukas
NE OLDU, HANİ 10 K LIK MUM GELİYORDU?
#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 20:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/Gti1MhAo5K"
2022-04-07 20:18:00+00:00,"""Wall Street banking giant Goldman Sachs Group plans to add over-the-counter (OTC) Ethereum options trading to its list of crypto product offerings.

What Happened: The decision to add OTC ETH options...""

via @ftx_app

#ETH $ETH #MANA

https://t.co/DkI5Oblv5o"
2022-04-07 20:17:43+00:00,"Nunua hizi Coin utakuja kunishukuru baadae

$LUNA
.
#ADA
.
#NEAR
.
#SAND
.
#MANA
.
#GLMR
.
#ACA

#AVAX
.
#SOL
.
#UMI"
2022-04-07 20:15:51+00:00,"81 dolardan avax aldırıp 88 den sattıran adama SAUL DİYORLAR.
DÜNKÜ OLAYIN ACISINI ÇIKARDIK!
VİSKİLERİ YOLLADINIZ SİZDE SAĞ OLUN VAR OLUN!
#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 20:06:57+00:00,¿Te perdiste el evento de streamers y presentación del edificio de  @GolfcraftGame ? Aquí un resumen!... #lucascol #dcl #decentraland #eventos #MANA #graffiti #NFTs #NFTCommmunity  https://t.co/cypKqllpbT https://t.co/SIADblnvoe
2022-04-07 20:03:01+00:00,19.99% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $2.3 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $2.875. CLICK https://t.co/aDtQkF8jZy to track. #MANAbyTorshis
2022-04-07 20:00:42+00:00,"AVAX 89 DOLARDA SERT BİR DİRENÇ OLUŞTU, DİKKAT EDİN!
#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 20:00:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $NMR or #NMR
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/2YjZlsT6w1"
2022-04-07 20:00:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/kgx0hz8Nb1"
2022-04-07 19:57:49+00:00,"SİZE HEP DİYORUM, USDT'Yİ TAKİP EDİN, DOMLARINI TAKİP EDİN DİYE..
AMA SİZ ABİ COİN VER GERİSİ NE OLURSA OLSUN DİYORSUNUZ. BUNDAN SONRA YOK ABİ ÖYLE, 10 BİN DOLAR ZARARI ÇIKARMAK İÇİN BUGÜN KENDİMİ YEDİM! ÇIKTI ŞÜKÜR!
#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 19:56:31+00:00,Ayrıca aylık mumda #mana #sand #enj güzel duruyor ay sonuna doğru çıkışları olucagi kanaatindeyim $mana $sand $enj
2022-04-07 19:55:23+00:00,"SİZE BEN BUNU BUGÜN NİYE ATTIM?
ŞU AN NASDAQ KAÇ?

#bitcoin #AVAX #Solana #Ethereum #mana  #crypto https://t.co/xruRv9KQ2f"
2022-04-07 19:45:02+00:00,"""Labios Compartidos"" de #Maná en el tema ""Escalofríos""; en ""Playa Privada"" con la artista nueva, Elena Rose, quien tiene una voz maravillosa y un estilo único. Los temas más explosivos son los ""Fronteos"" como ""Robert De Niro"", ""Lindor"" y ""Quieren Ser Yo"", este último con unos"
2022-04-07 19:44:13+00:00,@Manacoin_DCL Nisan ayında yükseliş kesin bekliyordum çok darlasti çok kaliteli ve saglam proje seviyorum #MANA coini ama nisan ayında artık zıplaması gerekiyor.
2022-04-07 19:42:03+00:00,"@Manacoin_DCL I love the #MANA coin, now it needs to show off. I have a large amount of coins, if it doesn't rise in April, I'm thinking of changing it and getting #AVAX. Please don't get me wrong, it's just my choice."
2022-04-07 19:40:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $NMR or #NMR
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/E8EFa4xnqS"
2022-04-07 19:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/RJQy4SiYvX"
2022-04-07 19:38:39+00:00,"LIVE with @phuture_music  making an @innkeeperdoteth debut in #Decentraland! #DCL #Metaverse #NFT #NFTCommunity #NFTwearable #crypto #mana UNMUTE #MusicNFT @pipalukdotio @manawitch @TheDFreshmaker @NftFrost 

Where: https://t.co/OWqeF36HNb https://t.co/DuqX3FYpbi"
2022-04-07 19:36:03+00:00,@Manacoin_DCL Let's gooo #MANA
2022-04-07 19:34:27+00:00,"Eğer düşüş devam edecekse bile 46.000$ civarına bir sıçrama gelecektir ve panik yapıp çıkmak isteyenler o seviyelerden çıkabilir ✅

Alım yaptığımız #mana ve #glmr olası bir yükselişte ön planda olacaklar ✍️

#mıt’den aldığımız ana para ile yeni bir alım yapacağım ✅"
2022-04-07 19:31:12+00:00,"AVAXIM BENİM, BTC YE KAFA TUTMAYA BAŞLADI NİHAYET!!!
CANSIN CAN!
ZARAR %5'E DÜŞTÜ!
DEVAM ULANNNNNNNNNNNNNNN
#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 19:30:43+00:00,"Felicidades a todos mis amigos jugadores de fútbol y fanáticos de @cdplazaamador a los familiares del maestro Cocoliso (q.d.e.p.); a La Plaza de los guardianes del infierno, Grandes tardes de fútbol ⚽ QUE VIVA LA PLAZA AMADOR 67
De parte de #TocayMuévete⚽ 
#Maña"
2022-04-07 19:30:27+00:00,"Dites moi ce que vous avez dans vos bags un peu ✌🏻

#crypto #solana #sand #mana #matic #btc #eth #cro #chz #ftm #sol #avax #dot"
2022-04-07 19:26:12+00:00,"SAUL BU ARADA ONLINE!
#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 19:23:32+00:00,"BTC İÇİN DUR DİYECEKLER!
KORELASYON GERİLİYOR!
#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 19:22:37+00:00,"AVAXÇILAR NASIL GİDİYOR:):)
NERDEN ALMIŞTIK EN SON:):)
BEN ONLARDAN DÜNKÜ İNTİKAMIMI ALACAM DEMEDİM Mİ?
10 BİN DOLAR YAKTILAR BENİ!!!

#bitcoin #AVAX #Solana #Ethereum #mana  #crypto"
2022-04-07 19:21:01+00:00,19.71% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $2.312 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $2.879. CLICK https://t.co/NowSeYu0XT to track. #MANAbyTorshis
2022-04-07 19:20:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/g5tJZ7UQlq"
2022-04-07 19:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/Lrp72QwBnF"
2022-04-07 19:16:06+00:00,"https://t.co/CreIWOeWhy

#Decentraland #NFTs #NFTGame #MANA $MANA"
2022-04-07 19:12:29+00:00,"Parcel -19,-145 was purchased for 4,500 $MANA ($10,845.0 USD) by https://t.co/NLK2fIt0h8 from https://t.co/u4L9m9ZBhF #decentraland #land #parcel #estate #mana https://t.co/EEKCcQnP1h"
2022-04-07 19:12:15+00:00,"Order successful!

LAND Coordinates: [-19, -145]
Price: 4,500 $MANA ($10,845.0 USD = 3.3602 $ETH)

Purchased by https://t.co/B5T1u3vcKZ from https://t.co/tsNVm6slO6

https://t.co/nwErPqvTfg #decentraland #land #parcel #estate #mana https://t.co/Jvrbfzm7XK"
2022-04-07 19:11:57+00:00,"SAND-MANA Metaverse inspected!
#SAND #Sandbox #mana #Decentraland #Metaverse #MetaverseNFT #altcoinseason #PlayToEarn #cryptocurrency #cryptotrading #BTC #Bitcoin @hgvtradeglobal #hgvtrade #ghostfibo
https://t.co/76dbbTJAKo"
2022-04-07 19:00:54+00:00,"#DOT 

TradeBOT Algoritma MEGA 'nın Oluşturduğu Kanal Trendi 👍

#TradeBOT #Bitcoin #Mana #Sand #Metaverse #NFT #DeFi #DayTrade https://t.co/148KBQ459V"
2022-04-07 19:00:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/hxmx08Lvna"
2022-04-07 19:00:01+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/rbZ3z5yRVE"
2022-04-07 18:52:57+00:00,"DÜK Yani Düşeni kırmak ?

Düşüş trendine girmiş hissenin belirli bir periyotta yükseliş başlatarak düşüşü sonlandırması, yükselme sinyali vermesi anlamına gelir, Tuzak olmazsa en çok kazanç sağlanan durumlardan birisidir.

#btc #bnb #eth #grt #mana #sand #neo #chz #btt #tron https://t.co/yk94K7PrLl"
2022-04-07 18:44:53+00:00,#mana göz kırpıyor ama ben alım  için bekleyeceğim elimdekiler kar ederse karla almayı düşünüyorum YTD
2022-04-07 18:44:31+00:00,"My #cryptocurrency allocation 

#BTC 
#AVAX 
#ETH 
#DOGE 
#SAND 
#SOL 
#SHIB  
#XTZ 
#LUNA 
#MANA 
#BNB 

Join me !

https://t.co/4q0lo4KVEj

#cryptocurrency
#DEFI #NFT #METAVERSE
#WEB3 https://t.co/FLDcQAR9ux"
2022-04-07 18:42:07+00:00,"【Titan】【FF14,FCメンバー募集】
若葉、ベテラン問わず大歓迎！
まずは体験からでもどうでしょうか？
盛り上げて賑やかにしてくれる方大募集！
#FF14 #Mana #Titan #FCメンバー募集
https://t.co/rrb7GH5TNq"
2022-04-07 18:40:17+00:00,🚨 Signal Alert 🚨 Trading signal for $MANA on #Bybit Futures:  #MANA (MANAUSDT) 🔻SHORT (SELL) position 💪 Signal strength: 98.28% | Close: $2.40 |👁️ https://t.co/Q8c9HvtpT8 https://t.co/IJJwxZGJbI
