Datetime,Text
2022-05-07 21:42:01+00:00,37.16% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.202 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKG0iV2 to track. #MANAbyTorshis
2022-05-07 21:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIP9ue https://t.co/eIVzOdYCVV"
2022-05-07 21:30:28+00:00,"Parcel -97,-88 was purchased for 1.9300 $ETH ($5,133.99 USD) by https://t.co/j2kbHVtdGh from https://t.co/bG9ZrrZtYO #decentraland #land #parcel #estate #mana https://t.co/bUOJTIK90j"
2022-05-07 21:30:11+00:00,"Order successful!

LAND Coordinates: [-97, -88]
Price: 1.9300 $ETH ($5,133.99 USD = 1.9300 $ETH)

Purchased by https://t.co/XgqheO2KWE from https://t.co/gTE5cOCh9w

https://t.co/wmLvYQFiqo #decentraland #land #parcel #estate #mana https://t.co/3K88kHrfbr"
2022-05-07 21:23:14+00:00,"@stevedabitcoin #mefa #sand #mana #avax #sxp ! #neo ! Vs vs vallaha üşendim yazmaya o kadar çok ki 
27-28 tane var sanırım 
Ama başta yazdıklarım yüklü miktar #mefa az miktarla aldım kendi yüklendi 😇
Keşke hepsi #mefa gibi olsa 😇😇"
2022-05-07 21:21:01+00:00,37.46% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.196 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKG0QKA to track. #MANAbyTorshis
2022-05-07 21:20:18+00:00,@stevedabitcoin #mana #dar #mx 2 yıl benimle kalacaklar
2022-05-07 21:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIOBEG https://t.co/es0UcXn6ue"
2022-05-07 21:15:21+00:00,"[CRYPTO] Scalping FUTURES | 1H
Time: 2022-05-07 21:15:21
Long $MANAUSDT at 1.39$
TP = 1.4317$
SL = 1.3622$ $MANA #MANA
Join discord: https://t.co/eKDzQ4loeN"
2022-05-07 21:00:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIP9ue https://t.co/tbF7GVkL8X"
2022-05-07 21:00:01+00:00,36.09% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.222 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKG0QKA to track. #MANAbyTorshis
2022-05-07 21:00:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIP9ue https://t.co/Nd5W5hbrBp"
2022-05-07 20:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnJ6cwe https://t.co/GX7E9FmWTu"
2022-05-07 20:39:01+00:00,36.18% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.22 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKGhTMA to track. #MANAbyTorshis
2022-05-07 20:35:02+00:00,@crypttobob #mana
2022-05-07 20:26:05+00:00,"#MANA $MANA 

- Günlük grafik

- 1.4017 seviyesi üzeri günlük kapanış yaptıkça pozitif dostlar https://t.co/UTuZAPP5ay"
2022-05-07 20:23:37+00:00,@TheMoonCarl #axs #avax #sol #mana
2022-05-07 20:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIP9ue https://t.co/bXD5z3fcjH"
2022-05-07 20:12:57+00:00,@stevedabitcoin #ada #qtum #mana #near #hbar #btc  ve zarar suan over all’da %52
2022-05-07 20:12:17+00:00,Day 7 of the #QxG30 day challenge! Your 🎒 Backpack. I have a bunch of good cannabis stashed away in mine @QuantumXe487 @definitecasheth #mana #metaverse #decentraland #nft #MetaverseNFT @AnmtrKirk over there with his super backpack ♥️ @PortionApp @RezinatorDCL https://t.co/QybL0s5W1W
2022-05-07 20:10:09+00:00,"JUST IN: Chief Strategy Officer of $5 billion crypto asset manager CoinShares says governments are going to try to ban  #Bitcoin and other cryptocurrencies.🔗link 
@Insider_leak_of_the_day
Share with your friends 
#btc #ape #filecoin #mana #dot"
2022-05-07 20:08:26+00:00,Evet doğru olani yapmışım. Gordugumuz gibi bolinger band oldukca daraldı buradan asagiya salıp igne atacagi dusuncesindeyim alimlarimi ona gore yapacagim.#bitcoin #TLM #mana #altcoin https://t.co/fAJZfB4G5u https://t.co/PMRQrLGkN6
2022-05-07 20:00:04+00:00,"Decentraland (MANA) White Paper 04 - Seyehat Edilebilir Bir Dünya | Kripto Coin
Detaylar: https://t.co/VS5JiFBprV
#decentraland #mana"
2022-05-07 20:00:01+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $NMR or #NMR
2. $MANA or #MANA
Show More https://t.co/Wd1UnIP9ue https://t.co/jRk9lVC8ON"
2022-05-07 20:00:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnJ6cwe https://t.co/LCg0bTDkG1"
2022-05-07 19:58:09+00:00,"#RACA #SHIB VE #MANA GRAFİĞİNİ TELEGRAMDA PAYLAŞTIM KATILIP GÖREBİLİRSİNİZ 

https://t.co/8TsFDehVT6"
2022-05-07 19:57:59+00:00,"Bu tweet'in altına 7 adet coin ve güncel piyasa analizini bıraktım
Sizlere yardımcı olması dileğiyle🙏

#XRP
#DENT
#DOGE
#REEF
#RACA
#SHIB
#MANA

Emeğe saygı destek bekliyorum 🙏🏻
 
Buyrunuz👇👇"
2022-05-07 19:40:17+00:00,"Superior 3x3 block for sale was purchased for 5,900 $MANA ($8,378.0 USD) by https://t.co/D3RIPA0s18 from https://t.co/wiVL60EVLc #decentraland #land #parcel #estate #mana https://t.co/AeBn98pg5U"
2022-05-07 19:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnJ6cwe https://t.co/HusNS7RH1V"
2022-05-07 19:39:47+00:00,"Order successful!

LAND Coordinates: [-78, -14]
Price: 5,900 $MANA ($8,378.0 USD = 3.1186 $ETH)

Purchased by https://t.co/kO80vcQyyq from https://t.co/XfSUPsao2X

https://t.co/XzR2T8vgeu #decentraland #land #parcel #estate #mana https://t.co/rZkYygfOTY"
2022-05-07 19:36:01+00:00,35.03% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.242 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKG0iV2 to track. #MANAbyTorshis
2022-05-07 19:35:16+00:00,@nhtctnk #twt #mana #astr #cspr
2022-05-07 19:29:19+00:00,@MuratMmturk #APE oplur #LRC olur #MANA olur #ENJ olur be hoca hepsinde içerdeyiz aç tavuk gibi bekliyoruz
2022-05-07 19:20:30+00:00,#SHIB #MANA #XRP #DENT #RACA #DOGE #REEF grafiklerini hazırlıyorum bildirimleri açın kaçırmayın
2022-05-07 19:20:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnIP9ue https://t.co/wT7rWOBCie"
2022-05-07 19:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnJ6cwe https://t.co/UjxcUFxVnv"
2022-05-07 19:18:24+00:00,@YusufAlemdars Ben bütün paramı #mana yatırdım ümitliyim
2022-05-07 19:17:21+00:00,"@stevedabitcoin #Dogecoin, #shiba, #APECOIN, #HarmonyONE, #MANA.
38.000 deki stoptan sonra 35.000 seviyesinde tekrar aldım. Roketin fitilini çaktım, kalkış beklemekteyim."
2022-05-07 19:15:01+00:00,34.55% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.251 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKG0QKA to track. #MANAbyTorshis
2022-05-07 19:13:41+00:00,@stevedabitcoin #zig #ceek #hot #slp #sxp #mana #shiba  #reef #dent
2022-05-07 19:13:32+00:00,@YusufAlemdars #mana ve #dar tüm cüzdan bunlarla dolu
2022-05-07 19:12:52+00:00,RAREST SHIBA INU HEAD FOR DECENTRALAND!!!! 0.16 ETH ONLY!! #DECENTRALAND #MANA #NFT #NFTS #NFTCommumity https://t.co/Ao2rK6xcNe @opensea aracılığıyla
2022-05-07 19:07:32+00:00,@stevedabitcoin #Bloktopia  #XLM #MANA #SAND
2022-05-07 19:01:20+00:00,"@warnermusicmex @manaoficial @solamentejoy Que padrisimoooo esta canción, orale #Mana"
2022-05-07 19:00:52+00:00,"🚨🚨🚨 Crypto alert:
[#MANA-#USDT] Resistance level breakout detected (1h)
#crypto #nft #Coinbase #cryptocurrency #blockchain https://t.co/OqUf67GEQ3"
2022-05-07 19:00:41+00:00,"#NFT Piyasasında Bir Adım Önde Olmak İstiyorsanız Telegram Grubumuza Katılabilirsiniz. 
Farkı Göreceksiniz...
➡️https://t.co/Lf8Ecb3YXk

@EneftiA Takip Et

#Metaverse #GameFi #sand #mana"
2022-05-07 19:00:05+00:00,"Decentraland (MANA) White Paper 05 - Dünya İçi Ekonominin Temelleri | Kripto Coin
Detaylar: https://t.co/6aZEl8NTQF
#decentraland #mana"
2022-05-07 19:00:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIP9ue https://t.co/hRxzMzn0jd"
2022-05-07 18:59:43+00:00,"@radiomanacol @manaoficial @warnermusiccol Amorrrrr #EresMireligion 

#Mana 

Abre el corazón, abre el corazón."
2022-05-07 18:57:15+00:00,"Türkiye’nin ilk ve tek Türkçe sinyal programı
https://t.co/15OJD87A4d
Doğru Zaman Doğru hamle

#Güncellendik yepyeni ara yüzümüz ve yeni eklediğimiz borsalar ile karşınızdayız..

#KuCoin  #HUOBİ  #GATEİO  #BINANCE  #MEXC  #BTC  #ETH #TETHER #OKB  #AVAX  #MANA #LRC  #Shiba #kishu https://t.co/WQELbBKcVR"
2022-05-07 18:56:30+00:00,@CryptoTrendsz #MANA
2022-05-07 18:52:54+00:00,"+++ #mana #manausdt 
-Fakat aylıkta baktığımızda 1 dolara kadar sert düşüşlerde geri gelebilir.
-Bitcoinin de olumsuz olması,genel piyasanın olumsuz bir senaryoyla devam ettiriyor.
-YTD."
2022-05-07 18:50:52+00:00,#btc #fil #doge #shib #eth #mana #rune # crypto #ape #jasmy #waves #aave https://t.co/hknSRpDDGi
2022-05-07 18:40:33+00:00,Metaverse metaverse diye diye iyi kitlediler bize #mana yi hadi doğru söyleyin 😂😂😂😂
2022-05-07 18:40:05+00:00,"Airdrop top demais #MANA 
@WilsonSoaresNu1
@jony_tuynk  
@Sergiosoaresbar 
@vazingue
@prajnagab

0xc9d995343028D1914fb16c4983FB77407276fd56 https://t.co/U2oc6f16EI"
2022-05-07 18:40:01+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $MANA or #MANA
Show More https://t.co/Wd1UnIP9ue https://t.co/C0P2G01MAa"
2022-05-07 18:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIP9ue https://t.co/rKU2fYrfOO"
2022-05-07 18:39:21+00:00,"@iamdoomling 🚨🚨🚨🚨🚨🚨

Si no queréis saturar otra red no vayáis a #Pulsechain por favor. Ya sabemos que todos vuestros  #MANA se van a copiar GRATIS ya que probablemente si os fuerais a Pulsechain sería muy bueno para todos vuestros usuarios...no les contéis nada por favor!!!!🚨🚨🚨🚨"
2022-05-07 18:36:42+00:00,"@stevedabitcoin #avax
#doge
#mana
#sand
#gala"
2022-05-07 18:33:01+00:00,34.27% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.257 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKGhTMA to track. #MANAbyTorshis
2022-05-07 18:32:14+00:00,"@manaoficial @SpotifyMexico @analucia_medina te gusta 👆♥️😚

#Eresmireligion
#Mana
#Amor"
2022-05-07 18:29:44+00:00,"@EdgarParedesH @manaoficial @Haterinna 👆👆👆🥰🥰 te gusta?

#Rayandoelsol
#Coldplay
#Mana"
2022-05-07 18:26:25+00:00,@ahmetzd2 #xrp #mana #sand
2022-05-07 18:24:16+00:00,"@MarioViluron @manaoficial @TCiceronis te gusta! 👆🥰

#Rayandoelsol
#Mana"
2022-05-07 18:24:00+00:00,"Last #Signal Results🍿

$UNFI ✅ 40.19%
$SRM ✅ 0.31%
$HOT ✅ 22.55%
$BAT ✅ 46.38%
#THETA ✅ 75.52%
$LPT ✅ 57.62%
#ROSE ✅ 2.33%
$AAVE ✅ 47.06%
#MANA ✅ 79.19%
$API3 ✅ 44.47%

All Details on TG👍Total Profit 💵415.63%"
2022-05-07 18:22:40+00:00,"@YusufAlemdars #MANA 1,05 #SAND 1,35 
🤣🤣🤣"
2022-05-07 18:20:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/TS72iwP0GV"
2022-05-07 18:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIP9ue https://t.co/XNqVU9VE2h"
2022-05-07 18:17:26+00:00,"タンクカンストしたので記念に( ˙-˙ )
最近やっと極とか高難度行けるようになって来ました。まだまだへっぽこですがこれからも頑張ります( ˙-˙ )
零式が目標だー!!

           ｳｫｫｫｫｫ!!!精進しまーす
            ＼＼\\٩( 'ω' )و //／／

#FF14キャラクターカード
#FF14フレンド募集 
#Mana https://t.co/3AJG7KprI7"
2022-05-07 18:16:54+00:00,"Bugün #mana da bir de trend temelli (impulse) fibonacci çizmeye çalıştım. 2 farklı deneme yaptım. #kriptopara #btc #ETH 
Mevla görelim neyler, neylerse güzel eyler. https://t.co/8k5uSMYRfh"
2022-05-07 18:12:01+00:00,35.12% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.241 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKGhTMA to track. #MANAbyTorshis
2022-05-07 18:00:04+00:00,"Decentraland (MANA) White Paper 16 - Zorluklar | Kripto Coin
Detaylar: https://t.co/p6SWXNnON5
#decentraland #mana #merkeziyetsizlik"
2022-05-07 18:00:02+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $MATIC or #MATIC
2. $MANA or #MANA
Show More https://t.co/Wd1UnIOBEG https://t.co/RimTvjHZU9"
2022-05-07 18:00:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIOBEG https://t.co/QRplH6n4zo"
2022-05-07 17:55:14+00:00,Sucessful @GolfcraftGame @decentraland #Decentraland #NFTGiveaway #Coleccionistas #NFTCommunity #captain #capitan #lucascol #metaverse #eth #mana #PolygonNFT #Cryptos https://t.co/e2QbtA7reF
2022-05-07 17:52:31+00:00,@YusufAlemdars Adam uzun vadeli hedefini paylaşacağım demiş bir hafta içinde şu kadar olacak dememiş ki #MANA ve #SAND metaverse projelerinin en iyilerindendir. Gelecek metaverse de şekillenecekse uzun vadede(3-5 yıl) çok iyi yerlere geleceğini bende düşünüyorum
2022-05-07 17:51:01+00:00,34.93% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.244 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKG0QKA to track. #MANAbyTorshis
2022-05-07 17:47:27+00:00,"Bullish for $ZIL #Zilliqans #xtz #Mana

At @emirates stadium 
Gaming, eSport, metaverse etc

Big partners 
@Meta 
@nvidia 

 $ZIL #Zilliqa #metaverse  #crypto #cryptocurrency #GameFi #game #PlayToEarn #Binance #Bitcoin #ETH #NFTProjects https://t.co/zJKduOn6A7"
2022-05-07 17:40:01+00:00,"Top 🔟 GAINING cryptocurrency this hour
1. $NMR or #NMR
2. $MATIC or #MATIC
3. $MANA or #MANA
Show More https://t.co/Wd1UnJ6cwe https://t.co/FzVvhhK70j"
2022-05-07 17:40:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnIP9ue https://t.co/xKx3P3y53t"
2022-05-07 17:34:29+00:00,"#Telfam have you noticed that $TEL is getting Bigger and Bigger ??
I guess, we have some Big Event this Year !!!
#Telcoin #TELx
#ETH #LINK #APE #MANA #AXS #MANA #CRV #MKR #GRT #UNI https://t.co/8nYySVi4yf"
2022-05-07 17:30:01+00:00,35.12% profit of $MANA-USD: My target is to buy MORE #MANA-USD at $1.241 if less than what I bought last time to reduce the impact of volatility on the overall purchase and sell it ALL at $1.912. CLICK https://t.co/XuHgKG0QKA to track. #MANAbyTorshis
2022-05-07 17:25:02+00:00,"Decentraland (MANA)
Anlık Fiyat: 1,41USDT
Günlük Değişim: %-2,33
Anlık Takip: https://t.co/TBzmUoSJA7
#MANA #KriptoCoin"
2022-05-07 17:21:59+00:00,"Küçük bir boğa beklenebilir . Ama sistemi sıfırlama hamlesi gelmeden büyük bir boğa asla olmayacak. Bu benim düşüncem . Herkes kendine göre şekil alsın. Fakat akıl yolu mantıklı olan yoldur 
#doge #Bitcoin #Cardano #ceek #mana #GALA #sand #ALGO #ATOM #Cosmos #slpcoin #metaverse"
2022-05-07 17:20:00+00:00,"Top 🔟 PERFORMING cryptocurrency this hour
1. $MANA or #MANA
2. $MATIC or #MATIC
3. $NMR or #NMR
Show More https://t.co/Wd1UnJ6cwe https://t.co/KFhYPwb5eC"
2022-05-07 17:18:36+00:00,@YusufAlemdars #MANA #SAND mağduru var mı diye sormak daha doğru olur.
2022-05-07 17:13:07+00:00,"Parcel 85,-139 was purchased for 4,226 $MANA ($6,000.92 USD) by https://t.co/QDl65wzkw8 from https://t.co/4BQKiD1YAK #decentraland #land #parcel #estate #mana https://t.co/BBAK6q2pIP"
